Time,TaskID,Window,Coverage,BatchType,InputDataKB,OutputDataKB,MaxLatency,ComputationMI,WaitTime,ExecTime,NetTime,TotalTime,Status,PDCWaitingTime,SuccessFlag
89.1010,107012,Window_89.000,29/30,TIMEOUT,58.00,50.00,2.00,15000,0.0000,0.1000,0.0000,0.1000,S,0.0449,1
90.1010,108125,Window_90.000,30/30,COMPLETE,60.00,50.00,2.00,15000,0.0000,0.1000,0.0000,0.1000,S,0.0432,1
91.1010,109208,Window_91.000,17/30,TIMEOUT,34.00,50.00,2.00,15000,0.0000,0.1000,0.0000,0.1000,S,0.0449,1
92.1010,110290,Window_92.000,30/30,COMPLETE,60.00,50.00,2.00,15000,0.0000,0.1000,0.0000,0.1000,S,0.0429,1
93.1010,111394,Window_93.000,28/30,TIMEOUT,56.00,50.00,2.00,15000,0.0000,0.1000,0.0000,0.1000,S,0.0449,1
94.1010,112475,Window_94.000,30/30,COMPLETE,60.00,50.00,2.00,15000,0.0000,0.1000,0.0000,0.1000,S,0.0399,1
95.1010,113576,Window_95.000,30/30,COMPLETE,60.00,50.00,2.00,15000,0.0000,0.1000,0.0000,0.1000,S,0.0336,1
96.1010,114643,Window_96.000,29/30,TIMEOUT,58.00,50.00,2.00,15000,0.0000,0.1000,0.0000,0.1000,S,0.0449,1
97.1010,115754,Window_97.000,29/30,TIMEOUT,58.00,50.00,2.00,15000,0.0000,0.1000,0.0000,0.1000,S,0.0449,1
98.1010,116822,Window_98.000,30/30,COMPLETE,60.00,50.00,2.00,15000,0.0000,0.1000,0.0000,0.1000,S,0.0383,1
99.1010,117916,Window_99.000,30/30,COMPLETE,60.00,50.00,2.00,15000,0.0000,0.1000,0.0000,0.1000,S,0.0448,1
100.1010,119002,Window_100.000,30/30,COMPLETE,60.00,50.00,2.00,15000,0.0000,0.1000,0.0000,0.1000,S,0.0397,1
101.1010,120114,Window_101.000,27/30,TIMEOUT,54.00,50.00,2.00,15000,0.0000,0.1000,0.0000,0.1000,S,0.0449,1
102.1010,121183,Window_102.000,25/30,TIMEOUT,50.00,50.00,2.00,15000,0.0000,0.1000,0.0000,0.1000,S,0.0449,1
103.1010,122272,Window_103.000,29/30,TIMEOUT,58.00,50.00,2.00,15000,0.0000,0.1000,0.0000,0.1000,S,0.0449,1
104.1010,123377,Window_104.000,28/30,TIMEOUT,56.00,50.00,2.00,15000,0.0000,0.1000,0.0000,0.1000,S,0.0449,1
105.1010,124467,Window_105.000,28/30,TIMEOUT,56.00,50.00,2.00,15000,0.0000,0.1000,0.0000,0.1000,S,0.0449,1
106.1010,125543,Window_106.000,30/30,COMPLETE,60.00,50.00,2.00,15000,0.0000,0.1000,0.0000,0.1000,S,0.0424,1
107.1010,126656,Window_107.000,29/30,TIMEOUT,58.00,50.00,2.00,15000,0.0000,0.1000,0.0000,0.1000,S,0.0449,1
108.1010,127735,Window_108.000,30/30,COMPLETE,60.00,50.00,2.00,15000,0.0000,0.1000,0.0000,0.1000,S,0.0324,1
109.1010,128834,Window_109.000,28/30,TIMEOUT,56.00,50.00,2.00,15000,0.0000,0.1000,0.0000,0.1000,S,0.0449,1
110.1010,129906,Window_110.000,29/30,TIMEOUT,58.00,50.00,2.00,15000,0.0000,0.1000,0.0000,0.1000,S,0.0449,1
111.1010,130998,Window_111.000,9/30,TIMEOUT,18.00,50.00,2.00,15000,0.0000,0.1000,0.0000,0.1000,S,0.0449,1
